gender,height,weight,wingspan,experience,boulder_max,boulder_recent,boulder_90,route_max,route_recent,route_90,freq_climb,hrs_climb,hrs_train,freq_hang,weight_hang_half,weight_hang_open,mm_hang_half,mm_hang_open,campus_freq,campus_dur,end_freq,cross_freq,hrs_cross,pull_rep,pull_weight,push_rep,lsit_time,back_2,back_3,front_2,front_3,full_crimp,half_crimp,middle_2,monos,open_crimp,pinch,slopers,hangboard,no_hangs,max_weight,min_edge,one_arm_hang_program,other_protocol,repeaters,hangboard_2,4x4,arc,feet_on_campusing,laps_of_routes,max_moves,hangboard_repeater_protocols,other,route_climbing_intervals,systems_boards,threshold_intervals,endurance,antagonists,core,legs,upper_body_pulling,upper_body_pushing,strength,indoor,outdoor,act_count,running,yoga,biking,cardio,hiking,other_cross
1,168.0,52.0,172.0,7,6.0,6.0,4.0,24,24,22,3,7,6,2,0.0,0.0,0.0,0.0,2,2,2,1,1,17.0,0.0,46.0,0.0,0,0,0,0,1,1,0,0,1,0,1,True,0,0,0,0,0,1,True,0,0,0,1,0,0,1,0,0,0,True,0,1,0,1,0,True,0,1,2,1,1,0,0,0,0
0,180.0,71.0,180.0,3,5.0,5.0,4.0,26,26,25,4,11,2,2,11.0,23.0,0.0,0.0,0,0,0,1,1,0.0,36.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,True,0,0,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,1,1,0,1,1,True,0,1,0,0,0,0,0,0,0
0,180.0,70.0,187.0,9,11.0,9.0,8.0,29,26,28,4,8,8,2,45.0,0.0,0.0,0.0,0,0,2,2,4,18.0,80.0,21.0,0.0,0,0,0,0,0,1,0,0,0,1,0,True,0,1,0,0,0,1,True,1,0,0,0,0,1,0,0,0,0,True,1,1,1,1,1,True,0,1,0,0,0,0,0,0,0
0,182.0,72.0,182.0,3,4.0,4.0,2.0,20,18,16,2,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,10.0,0.0,50.0,0.0,0,0,0,1,0,1,0,0,0,0,1,True,0,1,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,True,1,1,0,0,0,True,0,1,0,0,0,0,0,0,0
0,178.0,85.0,186.0,5,8.0,6.0,4.0,26,23,21,1,3,3,0,0.0,0.0,0.0,0.0,1,0,1,5,9,20.0,0.0,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,True,1,1,1,1,1,True,0,1,1,0,0,0,0,0,1
0,172.0,67.0,174.0,5,6.0,5.0,4.0,26,24,20,2,5,0,0,0.0,0.0,0.0,0.0,0,0,1,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,0,1,1,0,0,True,0,1,1,0,0,0,0,0,1
0,176.0,58.0,179.0,5,10.0,9.0,8.0,28,27,25,4,12,6,2,10.0,10.0,8.0,8.0,1,1,1,3,1,50.0,20.0,50.0,60.0,0,1,1,1,0,1,1,0,1,1,1,True,0,0,0,0,0,1,True,0,1,1,1,1,1,0,1,0,0,True,1,1,0,1,1,True,0,1,1,1,0,0,0,0,0
0,181.0,79.0,182.0,2,9.0,9.0,7.0,28,28,27,5,9,3,2,7.0,0.0,0.0,0.0,2,2,1,6,7,30.0,45.0,0.0,30.0,0,0,0,0,0,1,0,0,0,1,0,True,0,1,0,0,0,0,True,1,0,0,1,0,0,0,0,1,1,True,1,1,1,1,1,True,0,1,1,0,0,0,1,0,0
0,183.0,71.0,183.0,10,7.0,7.0,6.0,25,22,24,3,7,1,2,27.0,0.0,7.0,9.0,0,0,0,2,1,14.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,True,0,1,1,0,0,0,True,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,1,True,0,1,0,0,0,0,0,0,0
0,175.0,50.0,110.0,10,7.0,7.0,4.0,21,21,19,1,3,8,0,0.0,0.0,0.0,0.0,0,0,0,7,7,10.0,0.0,20.0,1.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,1,0,0,1,0,0,0,1,0,0,True,0,1,1,0,1,True,0,1,4,1,1,1,0,1,0
0,178.0,78.0,185.0,3,7.0,6.0,4.0,23,23,20,4,6,8,1,0.0,0.0,0.0,0.0,3,1,1,1,2,15.0,7.0,40.0,0.0,0,0,0,1,1,0,1,0,1,0,1,True,0,0,0,0,0,1,True,0,0,0,1,0,0,0,0,0,0,True,0,1,0,1,0,True,0,1,1,1,0,0,0,0,0
0,173.0,61.0,166.0,4,9.0,9.0,7.0,29,29,27,5,14,6,1,0.0,0.0,0.0,0.0,2,2,0,1,2,0.0,0.0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,0,True,0,0,1,0,0,0,True,0,0,0,0,0,0,0,0,0,0,False,1,1,0,1,0,True,0,1,0,0,0,0,0,0,0
0,167.0,60.0,169.0,4,8.0,6.0,6.0,26,26,26,2,4,2,1,15.0,15.0,0.0,0.0,1,1,1,2,2,0.0,0.0,0.0,35.0,0,0,0,0,0,1,0,0,1,0,0,True,0,1,0,0,0,1,True,1,0,0,0,0,0,0,0,0,0,True,1,1,0,1,1,True,0,1,1,0,0,1,0,0,0
0,175.0,86.0,177.74713958810068,2,6.0,6.0,4.0,25,22,23,4,12,4,2,5.0,4.0,0.0,5.0,1,2,1,1,2,15.0,10.0,27.0,60.0,0,0,0,0,0,1,1,1,1,1,1,True,0,1,1,0,0,0,True,1,0,0,1,1,1,0,1,1,0,True,0,1,1,1,1,True,0,1,2,0,1,0,1,0,0
0,185.0,72.0,183.0,13,11.0,9.0,8.0,30,27,29,3,2,6,2,25.0,20.0,6.0,0.0,2,1,2,2,2,0.0,0.0,0.0,15.0,0,1,0,1,0,1,0,0,1,1,1,True,0,0,0,0,0,1,True,1,0,0,0,0,0,0,0,0,0,True,1,1,1,1,1,True,0,1,1,0,0,0,0,0,1
0,179.0,70.0,178.0,11,6.0,6.0,4.0,27,27,23,2,6,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,1,0,True,0,0,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0
0,175.0,68.0,175.0,3,9.0,9.0,7.0,26,25,24,4,6,3,2,0.0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,True,0,1,0,0,0,0,True,0,0,0,1,0,0,0,0,0,0,True,1,1,1,1,1,True,0,1,0,0,0,0,0,0,0
0,165.0,63.0,169.0,14,10.0,6.0,6.0,24,23,22,1,3,1,2,30.0,30.0,20.0,20.0,1,1,0,2,1,20.0,10.0,50.0,0.0,0,0,0,1,1,1,1,0,1,0,1,True,0,0,0,0,0,1,True,1,1,0,0,0,1,0,0,0,0,True,1,1,1,1,1,True,0,1,1,0,1,0,0,0,0
1,163.0,53.0,161.0,1,3.0,3.0,2.0,22,20,20,2,5,2,0,0.0,0.0,0.0,0.0,0,0,1,1,1,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,0,1,1,1,0,True,0,1,1,1,0,0,0,0,0
0,100.0,60.0,100.0,6,5.0,4.0,3.0,24,23,23,2,3,2,2,4.0,0.0,0.0,0.0,0,0,1,2,2,0.0,12.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,True,0,1,0,0,0,0,True,0,0,0,1,0,0,0,0,0,0,True,1,0,1,1,0,True,0,1,1,0,0,1,0,0,0
0,177.0,66.0,177.0,15,10.0,8.0,7.0,30,28,27,4,2,6,1,16.0,16.0,0.0,0.0,2,3,1,1,2,0.0,35.0,30.0,1.0,0,1,1,1,0,1,1,0,0,1,0,True,0,1,1,0,0,0,True,1,0,0,0,0,0,0,0,0,0,True,1,1,0,0,1,True,0,1,1,0,1,0,0,0,0
0,191.0,84.0,195.0,2,3.0,3.0,1.0,19,17,17,1,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,1,0,2,1,1,0,0,0,0
1,172.0,67.0,175.0,7,9.0,9.0,8.0,28,27,27,4,1,9,1,0.0,0.0,0.0,0.0,2,2,0,3,3,12.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,True,0,0,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,0,True,0,1,1,0,0,0,1,0,0
0,180.0,65.0,190.0,1,8.0,8.0,6.0,25,24,23,3,9,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0,15.0,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,0,0,True,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0
1,153.0,45.0,155.0,0,3.0,3.0,2.0,17,17,17,2,4,0,0,0.0,0.0,0.0,0.0,0,0,0,2,1,5.0,0.0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,0,0,True,1,0,1,1,0,0,0,0,0
0,190.0,78.0,190.0,1,6.0,6.0,4.0,29,29,29,3,5,2,0,0.0,0.0,0.0,0.0,0,0,1,2,2,6.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,1,1,1,1,1,True,1,0,1,0,0,0,1,0,0
1,152.0,51.0,177.74713958810068,1,5.0,5.0,3.0,22,20,19,3,7,4,0,0.0,0.0,0.0,0.0,0,0,1,3,4,8.0,0.0,25.0,10.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,1,0,True,1,1,0,1,1,True,0,1,3,1,1,1,0,0,0
1,100.0,44.0,174.0,1,2.0,2.0,1.0,20,19,16,1,0,2,0,0.0,0.0,0.0,0.0,0,0,1,6,2,2.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,0,1,1,0,1,True,1,0,0,0,0,0,0,0,0
0,194.0,84.0,196.0,7,8.0,8.0,7.0,29,29,27,3,4,3,3,0.0,0.0,14.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,True,0,1,0,0,0,0,True,1,1,0,0,0,0,0,0,0,1,True,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0
1,163.0,57.0,150.0,5,3.0,3.0,2.0,13,13,13,2,4,0,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2.0,0.0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,1,1,1,1,True,1,0,2,0,1,0,1,0,0
0,182.0,72.0,181.0,10,11.0,11.0,9.0,31,29,30,5,15,5,2,42.0,0.0,0.0,0.0,1,1,2,1,2,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,True,0,1,0,0,0,1,True,1,0,1,1,1,1,0,1,0,0,True,0,1,0,1,1,True,1,0,2,1,1,0,0,0,0
0,165.0,54.0,165.0,6,7.0,6.0,5.0,25,25,23,3,6,3,3,30.0,0.0,8.0,0.0,0,0,1,2,2,0.0,20.0,20.0,0.0,0,0,0,0,0,1,1,0,0,1,0,True,0,1,0,0,0,0,True,0,0,0,0,0,0,0,1,0,0,True,1,1,1,1,1,True,1,0,0,0,0,0,0,0,0
0,180.0,74.0,191.0,1,9.0,9.0,6.0,25,21,21,5,15,2,2,18.0,0.0,0.0,0.0,1,1,0,1,1,16.0,30.0,55.0,5.0,1,0,1,0,0,1,0,0,0,0,0,True,0,1,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,1,True,0,1,1,0,0,1,0,0,0
0,182.0,68.0,182.0,2,5.0,5.0,4.0,25,23,21,2,6,8,3,0.0,0.0,0.0,0.0,0,0,1,2,3,14.0,10.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,1,True,0,1,0,0,0,1,True,1,0,0,0,0,0,0,1,0,0,True,1,1,0,1,1,True,0,1,1,0,1,0,0,0,0
0,186.0,76.0,180.0,6,8.0,7.0,7.0,25,24,23,2,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,0.0,25.0,60.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0
1,163.0,48.0,150.0,5,3.0,3.0,2.0,18,18,16,1,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0
0,188.0,72.0,186.0,1,8.0,8.0,6.0,26,26,24,3,7,3,2,0.0,0.0,0.0,0.0,0,0,1,3,3,0.0,27.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,True,1,0,0,0,0,0,True,0,0,1,0,0,0,0,0,0,0,True,1,1,1,0,1,True,1,0,0,0,0,0,0,0,0
0,192.0,78.0,193.0,1,4.0,4.0,3.0,20,20,18,3,10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.0,15.0,10.0,15.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,1,0,2,1,0,1,0,0,0
0,172.0,75.0,177.0,0,4.0,4.0,2.0,17,17,17,3,2,5,0,0.0,0.0,0.0,0.0,0,0,0,4,4,8.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,0,True,1,0,1,0,0,1,0,0,0
0,177.0,79.0,177.0,5,4.0,4.0,2.0,18,18,17,4,8,3,3,0.0,0.0,0.0,0.0,0,0,2,3,3,25.0,0.0,0.0,60.0,1,1,1,1,0,1,1,0,1,1,1,True,0,0,0,0,0,1,True,1,0,0,0,0,1,0,1,0,0,True,0,1,0,1,1,True,1,0,1,1,0,0,0,0,0
0,180.0,65.0,183.0,1,7.0,6.0,4.0,24,24,22,3,10,0,0,0.0,0.0,0.0,0.0,0,0,1,3,1,5.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,1,0,0,0,0,True,0,1,1,1,0,0,0,0,0
0,180.0,74.0,180.0,1,6.0,6.0,4.0,25,25,24,3,6,0,0,0.0,0.0,0.0,0.0,0,0,0,3,6,24.0,0.0,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,1,1,1,1,True,0,1,1,0,0,0,1,0,0
0,175.0,62.0,170.0,7,10.0,10.0,7.0,29,29,28,4,12,4,1,38.0,40.0,0.0,0.0,0,0,1,2,3,25.0,31.0,25.0,0.0,0,0,0,0,0,1,0,0,1,0,0,True,1,1,0,0,0,1,True,1,1,0,0,0,1,0,0,0,0,True,1,1,1,1,1,True,0,1,0,0,0,0,0,0,0
0,190.0,76.0,190.0,1,5.0,5.0,4.0,23,23,20,2,4,0,0,0.0,0.0,0.0,0.0,2,0,0,2,1,14.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,0,1,True,0,1,0,0,0,0,0,0,0
0,170.0,68.0,167.0,1,4.0,3.0,3.0,23,23,19,4,10,14,2,0.0,0.0,0.0,0.0,0,0,0,2,4,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,True,0,0,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,1,1,0,0,0,True,0,1,1,0,1,0,0,0,0
0,190.0,83.0,177.74713958810068,1,4.0,4.0,3.0,23,23,21,3,7,1,1,0.0,0.0,0.0,0.0,0,0,1,1,2,6.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0,0,1,1,True,0,0,0,0,0,1,True,0,0,0,1,0,0,0,0,0,0,True,0,0,0,0,1,True,1,0,1,0,0,0,0,0,1
0,191.0,82.0,196.0,1,6.0,6.0,5.0,25,25,24,2,6,4,3,0.0,0.0,0.0,0.0,1,1,0,1,1,25.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1,1,1,True,1,1,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,False,0,1,1,1,1,True,0,1,1,1,0,0,0,0,0
0,198.0,85.0,198.0,5,4.0,4.0,2.0,22,22,18,2,4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,30.0,15.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,True,0,0,0,0,0,False,0,1,1,1,0,0,0,0,0
0,181.0,74.0,182.0,0,5.0,5.0,2.0,20,20,17,2,5,1,1,0.0,0.0,190.0,190.0,0,0,0,1,1,22.0,0.0,44.0,0.0,0,1,1,1,0,1,1,0,1,0,1,True,0,0,1,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,0,1,1,0,1,True,0,1,1,1,0,0,0,0,0
1,168.0,55.0,167.0,0,2.0,2.0,2.0,22,22,18,4,6,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,0,True,0,1,1,0,0,True,1,0,1,1,0,0,0,0,0
0,180.0,74.0,185.0,4,8.0,8.0,5.0,12,12,11,5,10,4,2,0.0,47.0,0.0,0.0,1,1,1,2,2,0.0,27.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,True,0,1,0,0,0,0,True,0,0,0,0,0,0,0,1,0,0,True,1,1,0,1,1,True,0,1,0,0,0,0,0,0,0
0,177.0,68.0,179.0,3,6.0,6.0,4.0,24,21,19,3,5,6,3,18.0,0.0,0.0,0.0,0,0,1,3,2,25.0,35.0,60.0,0.0,1,1,1,1,0,1,1,0,0,1,0,True,0,0,0,0,0,1,True,0,1,0,0,0,0,0,0,0,0,True,1,1,1,0,1,True,1,0,0,0,0,0,0,0,0
1,167.0,57.0,174.0,13,9.0,7.0,5.0,26,24,24,4,10,4,3,18.0,0.0,0.0,0.0,2,1,1,3,3,12.0,25.0,8.0,18.0,0,0,0,0,0,1,0,0,0,0,0,True,0,1,0,0,0,0,True,0,0,0,0,1,0,0,0,0,0,True,1,1,1,1,1,True,0,1,1,0,0,0,1,0,0
0,173.0,127.0,168.0,1,7.0,7.0,5.0,26,26,24,3,6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0
0,180.0,79.0,177.74713958810068,5,6.0,6.0,4.0,25,25,21,3,5,8,2,0.0,9.0,0.0,18.0,0,0,1,3,3,20.0,0.0,60.0,0.0,0,0,1,1,0,0,1,0,1,0,0,True,0,1,0,0,0,1,True,0,0,0,1,0,0,0,0,0,0,True,1,1,1,0,1,True,0,1,2,0,0,0,1,1,0
0,171.0,59.0,177.0,2,10.0,10.0,7.0,27,25,26,5,15,3,1,0.0,0.0,0.0,0.0,2,1,1,3,2,15.0,24.0,0.0,20.0,0,0,0,0,0,0,0,0,1,0,0,True,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,1,0,True,0,1,0,1,1,True,0,1,0,0,0,0,0,0,0
0,183.0,71.0,74.0,11,13.0,13.0,11.0,31,29,29,3,3,9,1,0.0,0.0,0.0,0.0,1,1,1,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,True,0,1,1,1,1,1,True,1,0,0,0,0,1,0,0,0,0,True,1,1,0,0,1,True,0,1,0,0,0,0,0,0,0
0,175.0,68.0,182.0,5,6.0,6.0,4.0,24,24,20,4,12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,19.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,1,0,0,0,0,0,1
0,178.0,71.0,180.0,9,8.0,7.0,5.0,17,28,24,4,4,9,1,30.0,0.0,7.0,0.0,1,2,1,1,2,0.0,40.0,30.0,30.0,1,0,1,1,0,1,1,1,0,1,0,True,0,1,0,0,0,1,True,0,0,0,1,0,1,0,0,1,0,True,1,0,0,1,1,True,0,1,1,0,1,0,0,0,0
0,182.0,73.0,177.74713958810068,5,4.0,4.0,3.0,25,25,21,3,5,1,0,0.0,0.0,0.0,0.0,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,1,0,0,0,1,0,0,True,0,1,0,0,1,True,1,0,1,1,0,0,0,0,0
0,186.0,72.0,182.0,15,6.0,6.0,4.0,25,22,21,1,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,14.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,2,1,0,1,0,0,0
0,170.0,75.0,170.0,11,9.0,8.0,7.0,28,25,26,4,7,6,1,0.0,0.0,0.0,0.0,0,0,1,4,6,25.0,30.0,50.0,0.0,0,0,0,1,0,1,0,0,1,0,1,True,0,1,1,0,0,0,True,1,0,0,1,0,0,0,0,1,0,True,1,1,1,0,1,True,0,1,2,1,0,1,0,0,0
0,196.0,83.0,197.0,4,7.0,4.0,2.0,21,20,18,2,4,0,0,0.0,0.0,0.0,0.0,0,0,0,3,2,15.0,0.0,30.0,15.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,0,0,True,0,1,1,0,0,1,0,0,0
0,180.0,70.0,175.0,1,4.0,4.0,3.0,27,27,22,2,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.0,0.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,1,0,1,0,0,1,0,0,0
1,159.0,51.0,170.0,1,6.0,5.0,4.0,22,22,18,3,4,2,0,0.0,0.0,0.0,0.0,1,1,0,0,0,5.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0
0,182.0,65.0,190.0,11,10.0,9.0,6.0,25,23,24,1,4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,20.0,0.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,False,0,1,2,0,0,1,0,1,0
0,182.0,72.0,177.74713958810068,4,6.0,6.0,4.0,25,24,23,3,6,3,2,0.0,0.0,12.0,14.0,0,0,1,2,3,12.0,40.0,22.0,0.0,0,0,1,1,0,1,1,0,1,0,0,True,0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,True,1,1,1,1,1,True,0,1,4,1,1,1,1,0,0
0,168.0,65.0,190.0,3,6.0,6.0,5.0,22,22,20,3,14,2,3,0.0,0.0,0.0,0.0,3,1,1,2,2,15.0,0.0,30.0,0.0,0,0,0,1,0,0,0,1,1,1,1,True,0,0,1,0,0,1,True,1,1,0,0,0,0,0,0,0,0,True,0,1,1,1,1,True,0,1,1,0,0,0,1,0,0
0,176.0,81.0,178.0,15,12.0,11.0,9.0,31,29,29,3,4,3,2,50.0,0.0,6.0,0.0,1,1,1,2,1,15.0,30.0,40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,True,0,1,1,0,0,0,True,0,0,0,0,0,0,0,0,0,0,False,1,1,0,0,0,True,0,1,0,0,0,0,0,0,0
1,165.0,53.0,172.0,8,6.0,4.0,4.0,25,23,22,2,5,5,2,12.0,10.0,0.0,0.0,1,1,0,2,4,12.0,15.0,15.0,0.0,1,1,1,1,0,1,1,0,1,1,1,True,0,1,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,False,1,1,1,0,1,True,0,1,1,1,0,0,0,0,0
0,191.0,89.0,201.0,1,6.0,6.0,5.0,23,22,21,3,10,6,0,0.0,0.0,0.0,0.0,1,1,1,6,7,13.0,0.0,12.0,32.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,True,1,1,0,1,1,True,0,1,1,0,1,0,0,0,0
0,188.0,75.0,193.0,15,8.0,7.0,6.0,28,27,25,4,4,4,2,18.0,18.0,0.0,0.0,0,0,2,2,2,16.0,20.0,30.0,0.0,0,0,0,0,0,1,1,0,1,1,0,True,0,1,0,0,0,1,True,1,0,0,1,0,0,0,1,0,0,True,1,1,1,1,1,True,0,1,0,0,0,0,0,0,0
1,178.0,66.0,178.0,5,5.0,5.0,3.0,24,24,20,6,20,10,0,0.0,0.0,0.0,0.0,0,0,0,5,5,4.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,1,1,1,1,True,0,1,1,0,1,0,0,0,0
0,185.0,72.0,185.0,3,5.0,5.0,3.0,23,23,19,3,6,2,2,16.0,13.0,0.0,0.0,0,0,1,3,1,15.0,9.0,40.0,1.0,0,0,0,1,0,1,1,0,0,1,0,True,0,1,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,True,1,1,1,1,1,True,1,0,1,0,1,0,0,0,0
0,179.0,69.0,175.0,11,8.0,7.0,6.0,30,29,29,2,5,2,1,0.0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,1,True,0,0,0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,False,1,1,0,0,0,True,0,1,0,0,0,0,0,0,0
0,184.0,68.0,179.0,15,10.0,8.0,7.0,31,30,28,3,6,6,0,0.0,0.0,0.0,0.0,1,1,0,1,1,20.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,1,1,True,0,1,0,0,0,0,0,0,0
0,182.0,77.0,180.0,11,13.0,10.0,9.0,29,20,24,3,7,3,2,0.0,0.0,0.0,0.0,0,0,1,2,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,True,0,0,0,1,0,0,True,0,0,0,0,0,0,0,0,1,0,True,0,1,0,1,0,True,0,1,1,0,0,0,1,0,0
0,178.0,65.0,178.0,3,7.0,7.0,5.0,25,25,21,3,9,1,1,0.0,20.0,0.0,0.0,0,0,1,0,0,12.0,0.0,100.0,1.0,0,0,0,0,0,0,0,0,1,0,0,True,0,1,0,0,0,0,True,0,0,0,1,0,0,0,0,0,0,True,0,0,0,0,0,False,0,1,1,0,0,0,0,0,1
